,delivery_partner,vehicle_type,delivery_mode,distance_km,package_weight_kg,delivery_cost
476,amazon logistics,ev van,express,128.2,12.63,21110.692246485876
477,delhivery,truck,standard,181.3,24.66,37320.69228754564
478,shadowfax,ev bike,express,122.3,41.41,6001.883726394832
479,delhivery,ev van,express,297.1,26.02,88807.74696922368
480,ekart,scooter,standard,160.0,40.3,1742.4366403513168
481,amazon logistics,ev van,standard,71.9,31.14,5813.11255515088
482,ekart,van,express,201.4,39.58,41017.48378550229
483,amazon logistics,truck,standard,227.7,17.83,25661.00596311409
484,fedex,van,express,258.5,48.86,95574.2376402736
485,ekart,scooter,express,4.8,23.18,1546.6643794572258
486,dhl,ev van,standard,224.4,26.14,18176.2498057925
487,fedex,van,express,159.6,23.09,63399.39290796558
488,xpressbees,bike,standard,218.2,5.67,8478.296416318786
489,shadowfax,bike,express,158.7,5.98,8139.432418054681
490,ecom express,ev van,express,99.6,2.6,39153.10510499481
491,amazon logistics,ev bike,express,11.5,38.37,3484.731399142004
492,xpressbees,truck,standard,96.8,8.81,24477.823681120455
493,shadowfax,ev bike,standard,197.1,39.53,2315.3667687777115
494,ekart,truck,standard,3.9,45.93,6644.420176226006
495,dhl,ev van,standard,276.5,11.26,17242.35419304184
496,blue dart,bike,express,120.4,8.07,13768.352769619652
497,dhl,bike,standard,19.8,43.26,3357.7642688859196
498,ecom express,ev bike,express,264.7,48.97,29238.249350325397
499,dhl,ev van,standard,55.0,42.01,9960.860977597393
500,blue dart,truck,express,18.4,17.49,46844.771482123884
501,shadowfax,ev van,standard,24.5,26.6,3810.29052036912
502,ecom express,van,express,158.9,15.11,115985.79620029985
503,amazon logistics,ev bike,express,86.5,27.23,4242.9626578025345
504,ekart,truck,express,252.7,21.71,59143.16735039558
505,fedex,ev van,express,164.1,42.01,44371.503241568425
506,fedex,truck,standard,84.1,46.82,24724.53992108381
507,ekart,van,standard,175.7,16.94,7667.23167498544
508,ekart,scooter,express,283.3,48.8,10241.088407041972
509,ekart,scooter,express,258.9,42.79,9352.12964508841
510,ecom express,bike,express,41.8,40.63,21339.94886861008
511,xpressbees,bike,express,261.7,48.44,51136.65957529904
512,amazon logistics,truck,standard,110.5,11.95,14787.835220787938
513,amazon logistics,bike,standard,116.0,27.02,2846.4348509262236
514,ecom express,van,express,151.7,48.67,162466.4366624133
515,delhivery,bike,express,230.7,28.5,27034.468370880826
516,amazon logistics,bike,standard,127.3,0.71,2218.1844812747377
517,delhivery,ev bike,express,198.7,39.81,14975.26491618651
518,fedex,bike,standard,51.9,46.22,3459.4842194043654
519,shadowfax,van,express,89.2,26.31,36080.24748770878
520,dhl,scooter,standard,284.4,39.72,7335.129517729434
521,blue dart,bike,standard,126.6,17.71,5006.1066878221645
522,blue dart,scooter,express,218.2,46.76,29445.50006864501
523,amazon logistics,bike,standard,24.8,0.67,408.5815790586576
524,ekart,bike,express,10.1,19.76,2077.3917232146687
525,ekart,truck,standard,16.7,23.01,4065.1669670477163
526,ecom express,bike,standard,210.7,37.42,11287.45981007607
527,blue dart,ev van,standard,18.0,10.84,3859.062755644642
528,ecom express,van,express,181.0,3.79,110691.07664148093
529,ecom express,van,standard,76.0,43.71,32131.912920067953
530,shadowfax,ev van,express,43.0,13.98,9720.157702084516
531,blue dart,ev bike,express,208.1,32.7,16069.57670888359
532,blue dart,van,standard,163.6,33.15,30831.214400835735
533,ekart,ev van,standard,267.5,48.38,8509.697923532534
534,shadowfax,truck,standard,218.4,47.59,31782.41899848215
535,blue dart,ev bike,express,97.5,1.59,5902.867140405662
536,fedex,ev van,standard,38.8,7.14,2480.4833868565065
537,blue dart,ev bike,standard,191.5,8.46,3191.826532236433
538,fedex,truck,express,104.9,37.93,75677.42231946508
539,delhivery,truck,express,50.5,32.86,82598.97137302622
540,xpressbees,truck,express,172.3,13.79,161228.7848913947
541,delhivery,ev van,standard,198.9,27.37,19738.77240543138
542,blue dart,ev bike,express,86.4,33.1,10161.761227671743
543,blue dart,scooter,express,216.8,15.65,20571.562992389936
544,amazon logistics,bike,express,21.4,30.89,6712.001162113683
545,delhivery,ev bike,express,219.2,8.76,11783.259772559702
546,dhl,van,standard,32.6,30.39,11695.335118307708
547,shadowfax,van,express,207.5,37.69,69911.27383094102
548,fedex,ev van,standard,131.1,35.45,11377.418295168663
549,xpressbees,bike,standard,46.4,4.13,1915.3966017597622
550,amazon logistics,bike,standard,7.3,13.91,697.3102282479911
551,dhl,ev bike,standard,253.8,47.66,4923.526051022537
552,amazon logistics,ev van,express,264.0,14.26,42304.13782545652
553,ekart,ev bike,express,111.6,4.94,1926.865881517656
554,ecom express,ev van,standard,198.1,13.66,23717.87165216278
555,fedex,ev van,standard,261.0,32.72,16127.10573036479
556,xpressbees,ev bike,express,27.8,49.28,11108.855300180949
557,amazon logistics,ev van,standard,152.3,40.5,10845.95775337072
558,amazon logistics,van,standard,128.0,32.42,14467.072008927567
559,amazon logistics,ev bike,express,65.4,25.37,4221.876549765994
560,fedex,bike,express,76.0,1.33,4765.8876593537925
561,delhivery,truck,standard,275.5,21.81,49387.026402651056
562,fedex,scooter,express,208.8,14.1,11471.641399805803
563,blue dart,ev van,standard,187.7,12.85,17919.6270926166
564,ecom express,van,standard,194.5,17.97,38778.65408684745
565,ekart,scooter,standard,124.6,46.32,1793.5054920393352
566,ekart,truck,express,236.5,21.26,49272.77411227424
567,ekart,bike,standard,224.0,12.79,2294.948633259094
568,shadowfax,bike,standard,131.4,31.39,3027.269980747909
569,shadowfax,van,express,44.9,39.49,34751.04020534527
570,ecom express,truck,express,30.1,5.97,40933.05469889431
571,dhl,truck,express,238.7,25.81,166492.82127840476
572,ekart,bike,express,211.1,39.72,10366.735535899097
573,delhivery,ev bike,standard,135.5,11.75,2283.0032209707683
574,delhivery,bike,express,41.7,27.97,12500.092152367239
575,dhl,ev bike,express,232.2,1.33,9487.164311789813
576,ecom express,bike,standard,108.4,17.23,6700.753545809336
577,fedex,bike,standard,233.2,23.35,5587.7736646904095
578,ecom express,truck,express,210.1,26.19,248543.8043197734
579,delhivery,ev bike,standard,279.1,33.92,4851.349490202764
580,delhivery,ev bike,standard,21.3,40.93,1962.6237285852533
581,amazon logistics,truck,express,193.4,35.8,98718.21855955299
582,delhivery,scooter,express,238.0,1.23,17511.964177399164
583,delhivery,ev van,standard,88.2,14.24,8622.944657723086
584,dhl,bike,express,221.3,44.63,26276.016659270364
585,ecom express,van,express,90.0,39.19,101927.34280792816
586,xpressbees,ev bike,express,190.9,46.65,20682.673408774168
587,delhivery,truck,express,204.5,19.11,139055.5688290288
588,amazon logistics,ev bike,express,268.6,42.34,10615.116436534265
589,amazon logistics,ev bike,express,285.3,28.83,10748.541100702596
590,amazon logistics,ev van,express,297.1,26.18,46995.850321533246
591,ecom express,truck,standard,208.5,48.54,79270.78820196693
592,ekart,ev bike,express,174.1,24.05,3887.924601407957
593,ecom express,bike,standard,205.2,28.19,11130.21487379769
594,ekart,scooter,standard,224.4,36.19,2162.5190430998837
595,amazon logistics,bike,express,244.9,34.83,20488.133978958667
596,shadowfax,scooter,express,88.0,12.14,4663.715172028138
597,amazon logistics,bike,express,213.0,14.1,13981.379436852912
598,shadowfax,ev bike,express,58.4,2.3,1680.0526926105704
599,shadowfax,van,express,31.8,21.85,17856.78065031221
600,shadowfax,van,express,238.2,29.75,64210.007086813544
601,amazon logistics,truck,standard,174.5,18.6,21021.98080806694
602,xpressbees,van,express,143.3,28.17,103082.87446058619
603,blue dart,truck,standard,120.1,4.21,25046.84515472971
604,amazon logistics,bike,standard,77.4,24.17,2501.596725969222
605,fedex,ev bike,express,176.3,30.71,8824.676316982202
606,ekart,ev van,express,26.5,35.2,9317.59815687921
607,fedex,bike,express,209.3,30.24,18950.050153215252
608,ecom express,bike,express,146.8,18.36,25808.23978855473
609,amazon logistics,bike,express,189.5,44.41,19365.365654915997
610,amazon logistics,truck,standard,10.4,41.55,12233.866033975652
611,fedex,ev bike,express,112.9,49.52,7899.377111230056
612,amazon logistics,ev bike,express,120.5,0.67,3589.938776741452
613,dhl,ev bike,express,173.8,3.23,7129.662496166881
614,xpressbees,truck,express,270.7,33.32,245415.55418489102
615,shadowfax,ev bike,standard,215.3,27.73,2161.781005978629
616,ekart,scooter,standard,242.0,15.23,1720.0531073395618
617,ekart,ev bike,standard,227.9,3.54,936.1032468548892
618,delhivery,scooter,standard,59.5,3.06,1351.8730968371892
619,blue dart,ev van,standard,154.5,38.51,19881.75516843763
620,dhl,bike,express,220.8,23.0,24902.295490131397
621,fedex,ev van,express,161.2,28.2,40886.77167391551
622,blue dart,van,express,284.9,14.76,143277.64134131162
623,dhl,truck,express,155.9,10.86,94207.8808427868
624,shadowfax,bike,standard,164.8,33.5,3850.4217288015825
625,ekart,scooter,express,36.8,5.67,1242.727936316069
626,dhl,ev van,standard,24.7,47.66,10157.796704557764
627,dhl,bike,express,18.6,16.18,5583.574091643633
628,fedex,scooter,standard,45.7,42.7,2391.0887990819733
629,dhl,truck,standard,201.9,26.33,41597.43552169237
630,xpressbees,ev bike,express,54.3,42.41,9654.936415564995
631,ekart,van,express,33.3,40.66,16902.07827067205
632,dhl,bike,express,184.2,42.49,23243.872334546602
633,dhl,bike,standard,257.6,14.39,6368.896924046452
634,blue dart,ev van,express,10.9,8.39,8535.11126579525
635,xpressbees,scooter,standard,152.3,35.01,6804.232520554041
636,ekart,truck,express,58.3,15.38,19268.243591417868
637,ekart,ev van,express,274.4,15.8,22848.142782297316
638,amazon logistics,van,express,126.1,12.09,32856.94794913743
639,ecom express,bike,express,194.5,38.62,41710.94143997308
640,xpressbees,ev bike,express,131.0,41.66,15821.932039276986
641,ecom express,ev bike,standard,245.5,1.32,4451.689072165427
642,amazon logistics,truck,standard,148.3,46.62,28667.093053353015
643,fedex,ev van,express,283.8,36.41,62333.8503913789
644,xpressbees,ev bike,express,108.3,11.01,8416.758306360334
645,ekart,ev bike,express,216.7,34.71,4768.070805809707
646,fedex,van,standard,27.5,28.6,7708.977410270344
647,fedex,bike,standard,49.5,45.9,3302.4405864758673
648,ecom express,ev bike,standard,159.4,34.66,4610.913591520455
649,amazon logistics,ev van,standard,78.5,21.57,5953.026361275125
650,fedex,ev bike,standard,18.6,8.03,358.9540013137625
651,shadowfax,truck,express,75.1,39.81,60190.288832376566
652,blue dart,ev bike,express,82.0,48.56,11809.303037225847
653,amazon logistics,scooter,express,187.3,39.79,13028.07400743337
654,fedex,bike,standard,50.7,35.66,3013.707604015209
655,fedex,truck,standard,278.6,44.89,48981.913819976806
656,xpressbees,ev van,standard,86.8,35.72,16321.206848190419
657,shadowfax,bike,express,289.1,48.46,23731.272241562245
658,delhivery,bike,standard,127.6,23.54,4952.6041390274395
659,ekart,ev bike,standard,219.9,36.7,1502.2738911243587
660,blue dart,van,express,203.8,29.18,130823.61465401667
661,xpressbees,ev van,express,85.0,7.01,31956.067001785017
662,delhivery,van,standard,133.6,12.74,19844.779237556264
663,blue dart,truck,standard,69.6,18.65,24256.37945238622
664,shadowfax,bike,express,265.5,12.16,14176.433566606662
665,xpressbees,ev van,express,266.0,4.54,83177.59301637571
666,fedex,scooter,standard,108.6,0.67,1496.048496434796
667,amazon logistics,van,standard,123.2,19.69,10445.345778226474
668,ecom express,truck,standard,91.5,8.18,24643.177388838278
669,blue dart,ev van,standard,90.4,49.17,16325.751741688604
670,ecom express,ev bike,express,27.2,24.1,6846.998916453278
671,shadowfax,ev bike,standard,192.3,42.09,2316.7695890644454
672,shadowfax,bike,standard,230.7,24.59,4342.692575212599
673,delhivery,bike,standard,102.9,22.95,4962.239026453799
674,shadowfax,ev bike,standard,151.0,36.41,1913.033352395049
675,xpressbees,ev van,express,7.6,44.72,44771.27703667523
676,shadowfax,truck,standard,189.4,15.57,19396.715743685352
677,delhivery,ev van,standard,98.2,17.52,9382.768319897106
678,fedex,scooter,express,45.2,39.94,7448.059797943021
679,ecom express,van,express,4.3,11.48,22479.36720202647
680,xpressbees,scooter,express,128.7,49.08,25931.283101808873
681,blue dart,ev bike,express,201.3,38.39,15712.001565442757
682,ecom express,ev bike,standard,72.8,19.45,2392.508015622499
683,ecom express,scooter,standard,51.2,7.03,2085.264840382717
684,blue dart,ev van,standard,184.3,36.7,22344.841921741023
685,amazon logistics,bike,express,178.5,21.49,13938.007150326965
686,dhl,ev bike,standard,92.2,31.78,2336.0546829934774
687,shadowfax,scooter,standard,255.4,6.05,2672.7233010870027
688,fedex,ev bike,express,179.5,3.02,6039.594828145374
689,amazon logistics,van,express,244.8,12.17,61110.497834427886
690,ecom express,scooter,standard,277.2,19.29,10531.232743966555
691,amazon logistics,bike,express,202.9,11.53,12473.094778330713
692,ecom express,truck,standard,88.4,15.55,32690.186583280512
693,ecom express,bike,standard,203.5,40.81,12068.182574257171
694,delhivery,van,standard,126.9,4.38,16120.020599238143
695,ekart,ev van,express,55.2,26.94,9309.008841629337
696,xpressbees,ev van,express,53.1,19.52,33421.1170153507
697,shadowfax,van,standard,46.9,16.68,5110.483036062156
698,delhivery,ev bike,express,140.0,24.7,10704.224359045616
699,delhivery,ev bike,express,178.7,47.02,14450.696386497237
700,fedex,truck,express,292.4,37.37,144609.45206234918
701,shadowfax,scooter,standard,202.3,32.24,2967.0650917526154
702,blue dart,ev bike,express,70.4,47.88,11620.864744417748
703,blue dart,bike,express,250.7,18.3,30507.037655661003
704,blue dart,truck,express,295.2,37.22,249591.71369465493
705,shadowfax,ev bike,express,124.5,8.89,3913.5204029060296
706,delhivery,truck,express,264.2,3.33,145295.55914556538
707,shadowfax,van,express,223.5,27.05,60440.64888642354
708,fedex,van,express,95.5,37.96,55796.821394332466
709,fedex,van,express,3.6,33.01,25472.732453566136
710,xpressbees,ev bike,express,209.8,18.65,15190.459990945837
711,fedex,ev van,standard,289.6,45.72,20316.377975980256
712,xpressbees,ev bike,express,41.5,17.76,6028.179116522576
713,xpressbees,scooter,standard,274.6,19.84,8932.111475211415
714,ecom express,bike,express,62.9,7.63,11608.168306080792
715,amazon logistics,van,standard,162.9,45.79,19958.53376204581
716,fedex,ev van,express,166.2,4.5,28980.763814660633
717,fedex,truck,standard,67.0,35.17,18789.902036934553
718,ekart,scooter,standard,8.2,13.95,345.49391020235555
719,shadowfax,bike,standard,52.9,18.1,1438.7494621113008
720,blue dart,scooter,express,117.8,12.13,12014.123126313483
721,ecom express,ev bike,express,57.6,18.5,7642.8592199416835
722,amazon logistics,ev bike,express,201.6,18.09,7396.154140823814
723,blue dart,van,standard,146.9,40.17,34702.25152963248
724,amazon logistics,van,express,106.9,47.76,59174.515768806945
725,blue dart,scooter,standard,70.6,4.97,1796.0777307581152
726,xpressbees,ev van,express,199.0,9.07,63825.91023390543
727,delhivery,van,standard,267.7,41.48,37773.68781157203
728,fedex,ev bike,express,195.6,38.02,9113.07978207054
729,shadowfax,van,standard,123.3,31.01,12440.072003742795
730,xpressbees,truck,standard,9.3,14.84,11005.586046996106
731,dhl,truck,express,237.3,11.28,122033.37065230135
732,ecom express,van,standard,157.9,47.16,45266.530962424564
733,xpressbees,ev van,express,20.6,12.58,17638.573421818448
734,blue dart,van,standard,218.5,13.98,34200.33698076891
735,xpressbees,ev bike,standard,69.8,16.7,2063.633869934584
736,xpressbees,ev van,standard,90.4,34.31,17829.576078194983
737,dhl,van,express,195.7,27.92,82920.05328531023
738,xpressbees,scooter,express,57.4,36.98,15854.582355971923
739,ecom express,ev van,standard,97.2,30.75,16796.74906667411
740,amazon logistics,ev bike,standard,209.6,37.45,2617.783011266806
741,xpressbees,ev bike,standard,95.3,43.62,3558.552715427918
742,shadowfax,ev van,express,28.4,27.39,14268.44253219453
743,ekart,bike,express,30.9,12.68,1958.890241494755
744,amazon logistics,ev van,standard,162.8,20.27,9151.463741798585
745,dhl,bike,express,297.1,8.08,26597.872997287366
746,fedex,bike,standard,157.4,46.18,5414.205640347064
747,ekart,scooter,express,293.2,22.01,7219.8453390485865
748,ekart,bike,express,272.1,41.81,12340.614171596708
749,blue dart,bike,standard,263.3,47.06,11913.138669198273
750,ecom express,bike,express,134.7,18.1,24258.257444543335
751,blue dart,van,standard,170.0,6.57,21523.879283980972
752,delhivery,van,standard,190.9,39.09,33496.075350742765
753,ecom express,van,standard,3.6,29.71,13315.809874549243
754,fedex,scooter,standard,14.1,37.33,1717.318783479432
755,dhl,ev van,express,287.9,19.24,66009.45594305602
756,xpressbees,scooter,standard,132.5,0.67,3416.9293118336827
757,dhl,van,express,250.9,39.8,125638.42579680422
758,blue dart,bike,express,37.6,46.92,20159.533607780457
759,xpressbees,scooter,standard,78.1,43.69,5419.12671696244
760,blue dart,scooter,express,16.7,38.11,10435.0083828395
761,fedex,ev van,express,229.0,16.01,43238.59192149601
762,ecom express,scooter,express,78.3,13.96,12639.085798900205
763,ecom express,truck,express,237.5,16.32,220523.66874591442
764,dhl,truck,standard,233.9,31.22,45315.38989674119
765,amazon logistics,bike,express,31.8,36.96,7372.0908851332
766,shadowfax,van,express,86.4,22.1,30550.150895973708
767,fedex,bike,standard,161.2,23.37,4307.1787946530485
768,blue dart,scooter,standard,242.2,29.54,8121.144251747743
769,dhl,ev bike,express,239.6,11.51,11235.558022908279
770,shadowfax,truck,standard,162.2,48.48,28310.22874814989
771,ecom express,van,express,208.9,14.01,141939.54274843578
